CONST_CODE,Shape_Area,OBJECTID_1,NAME,OBJECTID,CONSTITUEN,COUNTY_ASS,SPOILT,COUNTY_A_1,REJECTED,REPORTED,SPOILT_VAL,VALID,DISPUTED,RESULT,COUNTY_COD,Shape_Leng,COUNTY_NAM,Shape_Le_1,REGISTERED,Main_Nandi_Elevation_30m,Main_Risks_Mean_LongRains,Main_Risks_Std_LongRains,Main_Suit_Class_LongRains,Main_Suit_Std_LongRains,Main_Advisory_bedrock_depth_LongRains,Main_Suit_Mean_LongRains,Main_Advisory_stone_content_LongRains,Main_Advisory_phosphorus_LongRains,Main_Conf_Tier_LongRains,Main_Risks_Mean_ShortRains,Main_Risks_Std_ShortRains,Main_Suit_Class_ShortRains,Main_Conf_Tier_ShortRains,Main_Advisory_bedrock_depth_ShortRains,Main_Suit_Std_ShortRains,Main_Advisory_stone_content_ShortRains,Main_Suit_Mean_ShortRains,Main_Advisory_phosphorus_ShortRains,LR_Fact_rain_mean,LR_Fact_rain_std,LR_Fact_texture_mean,LR_Fact_texture_std,LR_Fact_temp_std,LR_Fact_slope_std,LR_Fact_slope_mean,LR_Fact_rh_mean,LR_Fact_rh_std,LR_Fact_ecec_mean,LR_Fact_ecec_std,LR_Fact_temp_mean,LR_Fact_organic_carbon_std,LR_Fact_cec_apparent_std,LR_Fact_organic_carbon_mean,LR_Fact_cec_apparent_mean,LR_Fact_iron_std,LR_Fact_zinc_mean,LR_Fact_iron_mean,LR_Fact_zinc_std,LR_Fact_ph_mean,LR_Fact_ph_std,LR_Fact_calcium_std,LR_Fact_calcium_mean,LR_Fact_magnesium_mean,LR_Fact_total_nitrogen_std,LR_Fact_magnesium_std,LR_Fact_potassium_std,LR_Fact_total_nitrogen_mean,LR_Fact_potassium_mean,LR_Fact_phosphorus_mean,LR_Fact_phosphorus_std,LR_Fact_stone_content_mean,LR_Fact_stone_content_std,LR_Fact_bedrock_depth_std,LR_Fact_bedrock_depth_mean,LR_Fact_prob_cold_std,LR_Fact_prob_cold_mean,LR_Fact_prob_drought_mean,LR_Fact_prob_drought_std,LR_Fact_prob_heat_mean,LR_Fact_prob_heat_std,LR_Fact_prob_flood_std,LR_Fact_prob_flood_mean,LR_Fact_prob_overall_fail_mean,LR_Fact_prec_month1_mean,LR_Fact_prob_overall_fail_std,LR_Fact_prec_month2_mean,LR_Fact_min_temp_mean,LR_Fact_prec_month1_std,LR_Fact_germin_temp_mean,LR_Fact_prec_month2_std,LR_Fact_prec_month3_mean,LR_Fact_prec_month4_std,LR_Fact_prec_month3_std,LR_Fact_prec_month4_mean,LR_Fact_min_temp_std,LR_Fact_max_temp_mean,LR_Fact_max_temp_std,LR_Fact_germin_temp_std,LR_Fact_rh_dev_std,LR_Fact_rh_dev_mean,LR_Fact_rh_mat_std,LR_Fact_rh_mat_mean,SR_Fact_rain_mean,SR_Fact_slope_mean,SR_Fact_slope_std,SR_Fact_texture_std,SR_Fact_texture_mean,SR_Fact_ecec_mean,SR_Fact_ecec_std,SR_Fact_temp_std,SR_Fact_rain_std,SR_Fact_rh_mean,SR_Fact_rh_std,SR_Fact_temp_mean,SR_Fact_cec_apparent_mean,SR_Fact_organic_carbon_std,SR_Fact_cec_apparent_std,SR_Fact_organic_carbon_mean,SR_Fact_zinc_mean,SR_Fact_zinc_std,SR_Fact_iron_mean,SR_Fact_iron_std,SR_Fact_ph_mean,SR_Fact_ph_std,SR_Fact_total_nitrogen_mean,SR_Fact_total_nitrogen_std,SR_Fact_calcium_std,SR_Fact_potassium_mean,SR_Fact_magnesium_mean,SR_Fact_magnesium_std,SR_Fact_calcium_mean,SR_Fact_stone_content_mean,SR_Fact_phosphorus_mean,SR_Fact_phosphorus_std,SR_Fact_potassium_std,SR_Fact_bedrock_depth_std,SR_Fact_bedrock_depth_mean,SR_Fact_stone_content_std,SR_Fact_prob_cold_mean,SR_Fact_prob_cold_std,SR_Fact_prob_heat_mean,SR_Fact_prob_heat_std,SR_Fact_prob_drought_mean,SR_Fact_prob_drought_std,SR_Fact_prob_flood_std,SR_Fact_prob_overall_fail_mean,SR_Fact_prob_flood_mean,SR_Fact_prob_overall_fail_std,SR_Fact_prec_month3_mean,SR_Fact_prec_month4_mean,SR_Fact_min_temp_mean,SR_Fact_prec_month1_std,SR_Fact_prec_month1_mean,SR_Fact_prec_month2_mean,SR_Fact_prec_month2_std,SR_Fact_prec_month3_std,SR_Fact_germin_temp_mean,SR_Fact_prec_month4_std,SR_Fact_min_temp_std,SR_Fact_max_temp_std,SR_Fact_max_temp_mean,SR_Fact_germin_temp_std,SR_Fact_rh_dev_std,SR_Fact_rh_dev_mean,SR_Fact_rh_mat_std,SR_Fact_rh_mat_mean,LR_Raw_slope_raw,LR_Raw_ecec_raw,LR_Raw_cec_apparent_raw,LR_Raw_organic_carbon_raw,LR_Raw_iron_raw,LR_Raw_zinc_raw,LR_Raw_ph_raw,LR_Raw_total_nitrogen_raw,LR_Raw_calcium_raw,LR_Raw_potassium_raw,LR_Raw_magnesium_raw,LR_Raw_phosphorus_raw,LR_Raw_stone_content_raw,LR_Raw_bedrock_depth_raw,LR_Raw_prec_month1_raw,LR_Raw_prec_month2_raw,LR_Raw_prec_month3_raw,LR_Raw_prec_month4_raw,LR_Raw_mean_season_rain_raw,LR_Raw_min_temp_raw,LR_Raw_max_temp_raw,LR_Raw_germin_temp_raw,LR_Raw_texture_raw,LR_Raw_mean_temp_raw,LR_Raw_rh_dev_raw,LR_Raw_rh_mat_raw,LR_Raw_clay_content_raw,SR_Raw_slope_raw,SR_Raw_ecec_raw,SR_Raw_organic_carbon_raw,SR_Raw_cec_apparent_raw,SR_Raw_iron_raw,SR_Raw_zinc_raw,SR_Raw_ph_raw,SR_Raw_total_nitrogen_raw,SR_Raw_phosphorus_raw,SR_Raw_calcium_raw,SR_Raw_magnesium_raw,SR_Raw_potassium_raw,SR_Raw_stone_content_raw,SR_Raw_bedrock_depth_raw,SR_Raw_prec_month1_raw,SR_Raw_prec_month2_raw,SR_Raw_prec_month3_raw,SR_Raw_prec_month4_raw,SR_Raw_mean_season_rain_raw,SR_Raw_max_temp_raw,SR_Raw_germin_temp_raw,SR_Raw_mean_temp_raw,SR_Raw_texture_raw,SR_Raw_min_temp_raw,SR_Raw_rh_dev_raw,SR_Raw_rh_mat_raw,SR_Raw_clay_content_raw
207,0.00258884624,865,MARENYO - SHIANDA,4033,BUTERE,1034,104.0,MARENYO - SHIANDA,144.0,8.0,0.035961272475795,2892.0,0.0,1,37,0.27639070074,KAKAMEGA,0.27639070074,7879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,0.00318967274,845,IDAKHO CENTRAL,3971,IKOLOMANI,1050,32.0,IDAKHO CENTRAL,792.0,13.0,0.005813953488372,5504.0,0.0,1,37,0.33100575464,KAKAMEGA,0.33100575464,11416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,0.00326752694,848,IDAKHO EAST,3983,IKOLOMANI,1048,2688.0,IDAKHO EAST,344.0,13.0,0.624825662482566,4302.0,0.0,1,37,0.35796976195,KAKAMEGA,0.35796976195,9819,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048143427819013596,0.05379198491573334,0.053649697452783585,0.0,0.05358722433447838,0.04801979288458824,0.03172490745782852,0.06045842915773392,0.05988004803657532,,0.057298172265291214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07144968956708908,0.03427388519048691,0.07150331884622574,0.0344136580824852,0.07124664634466171,0.03435586392879486,0.034399259835481644,0.07148376107215881,0.07142674922943115,0.03463520482182503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,0.00329537269,864,IDAKHO NORTH,4026,IKOLOMANI,1049,40.0,IDAKHO NORTH,240.0,8.0,0.012759170653907,3135.0,0.0,1,37,0.28250202614,KAKAMEGA,0.28250202614,8924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,0.00193540079,873,IDAKHO SOUTH,4051,IKOLOMANI,1047,48.0,IDAKHO SOUTH,552.0,12.0,0.01018675721562,4712.0,0.0,1,37,0.2275934467,KAKAMEGA,0.2275934467,7425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,0.00441948535,858,KISA CENTRAL,4006,KHWISERO,1040,160.0,KISA CENTRAL,936.0,26.0,0.016614745586708,9630.0,0.0,1,37,0.51027976544,KAKAMEGA,0.51027976544,15983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,0.00262578355,875,KISA EAST,4056,KHWISERO,1038,120.0,KISA EAST,360.0,17.0,0.020558506081891,5837.0,0.0,1,37,0.30084258094,KAKAMEGA,0.30084258094,7495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,0.00242427376,860,KISA NORTH,4012,KHWISERO,1037,96.0,KISA NORTH,600.0,16.0,0.019154030327215,5012.0,0.0,1,37,0.29511460696,KAKAMEGA,0.29511460696,7615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,0.00226735445,840,KISA WEST,3965,KHWISERO,1039,80.0,KISA WEST,400.0,16.0,0.013477088948787,5936.0,0.0,1,37,0.29826554349,KAKAMEGA,0.29826554349,7606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0.00355657156,1270,KONGONI,5984,LIKUYANI,999,,KONGONI,,,,,,0,37,0.29615965764,KAKAMEGA,0.29615965764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0.00878683542,1253,LIKUYANI,5869,LIKUYANI,997,32.0,LIKUYANI,184.0,3.0,0.021122112211221,1515.0,0.0,1,37,0.46745474864,KAKAMEGA,0.46745474864,9763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0.00441120036,1258,NZOIA,5886,LIKUYANI,1000,64.0,NZOIA,232.0,7.0,0.026512013256007,2414.0,0.0,1,37,0.3403703804,KAKAMEGA,0.3403703804,11276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0.00365936497,1242,SANGO,5845,LIKUYANI,998,16.0,SANGO,120.0,3.0,0.014760147601476,1084.0,0.0,1,37,0.32365870841,KAKAMEGA,0.32365870898,7190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0.00417483202,1245,SINOKO,5850,LIKUYANI,1001,8.0,SINOKO,136.0,4.0,0.005012531328321,1596.0,0.0,1,37,0.40569755592,KAKAMEGA,0.40569755592,7114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,0.00343711754,1241,CHEKALINI,5843,LUGARI,994,72.0,CHEKALINI,112.0,2.0,0.083526682134571,862.0,0.0,1,37,0.34316367339,KAKAMEGA,0.34316367339,7997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,0.00495702162,1268,CHEVAYWA,5915,LUGARI,995,,CHEVAYWA,,,,,,0,37,0.46326398477,TRANS NZOIA,0.46326398595,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044540151953697205,0.05018167570233345,0.05023922026157379,0.0,0.050153784453868866,0.044609881937503815,0.021363602951169014,0.04352879151701927,0.043326251208782196,,0.05757680535316467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06720220297574997,0.0326213464140892,0.06731574982404709,0.03265529125928879,0.06657326966524124,0.03205069527029991,0.03256188705563545,0.06676700711250305,0.06714150309562683,0.032292068004608154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,0.00702656544,1266,LUGARI,5909,LUGARI,992,,LUGARI,,,,,,0,37,0.47802733508,KAKAMEGA,0.47802733634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,0.00479212087,1235,LUMAKANDA,5832,LUGARI,993,,LUMAKANDA,,,,,,0,37,0.37209806533,KAKAMEGA,0.37209806533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,0.00356197734,1260,LWANDETI,5890,LUGARI,996,32.0,LWANDETI,24.0,1.0,0.164948453608247,194.0,0.0,1,37,0.30764543801,KAKAMEGA,0.30764543801,8977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,0.00680309443,1244,MAUTUMA,5848,LUGARI,991,,MAUTUMA,,,,,,0,37,0.50891094769,KAKAMEGA,0.50891094769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,0.00416976163,847,BUTSOTSO CENTRAL,3977,LURAMBI,1011,24.0,BUTSOTSO CENTRAL,56.0,3.0,0.037735849056604,636.0,0.0,1,37,0.36951590401,KAKAMEGA,0.36951590401,8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,0.00251864536,874,BUTSOTSO EAST,4055,LURAMBI,1009,8.0,BUTSOTSO EAST,136.0,3.0,0.007626310772164,1049.0,0.0,1,37,0.33623326095,KAKAMEGA,0.33623326095,7441,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055683575570583344,0.06289797276258469,0.06280481815338135,0.0,0.0628298744559288,0.055552445352077484,0.03159601241350174,0.0601179264485836,0.05991442874073982,,0.05772499740123749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06676845252513885,0.03253985568881035,0.06683138757944107,0.032413218170404434,0.06684795767068863,0.03207899630069733,0.03286729007959366,0.06693915277719498,0.06763587146997452,0.03248681128025055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,0.0025211181,854,BUTSOTSO SOUTH,3996,LURAMBI,1010,48.0,BUTSOTSO SOUTH,216.0,5.0,0.031067961165049,1545.0,0.0,1,37,0.32913415058,KAKAMEGA,0.32913415058,6533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,0.00109313356,883,MAHIAKALO,4103,LURAMBI,1013,,MAHIAKALO,,,,,,0,37,0.17664519895,KAKAMEGA,0.17664519895,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05620350316166878,0.06362320482730865,0.06348057091236115,0.0,0.06336978077888489,0.05577085539698601,0.0316079705953598,0.060010142624378204,0.060242459177970886,,0.05728046968579292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06700218468904495,0.03217698261141777,0.06650016456842422,0.032374925911426544,0.06640512496232986,0.032415617257356644,0.032633669674396515,0.06670649349689484,0.06706168502569199,0.032352302223443985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,0.00143249621,879,SHEYWE,4094,LURAMBI,1012,24.0,SHEYWE,88.0,3.0,0.024819027921406,967.0,0.0,1,37,0.23284187865,KAKAMEGA,0.23284187865,22484,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0561697743833065,0.0638115406036377,0.06338198482990265,0.0,0.06358527392148972,0.05609413608908653,0.03153592720627785,0.06006330996751785,0.06031806766986847,,0.057352546602487564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06716375052928925,0.03255187347531319,0.06721901148557663,0.0324336439371109,0.06716606020927429,0.0322592668235302,0.032332438975572586,0.06624016910791397,0.06702347844839096,0.03229560703039169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,0.0013993245,853,SHIRERE,3991,LURAMBI,1014,0.0,SHIRERE,32.0,2.0,0.0,841.0,0.0,1,37,0.2583359589,KAKAMEGA,0.2583359589,9543,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05618367716670036,0.06366554647684097,0.06374126672744751,0.0,0.06354183703660965,0.05601465702056885,0.03162991255521774,0.06025844067335129,0.060549069195985794,,0.057240646332502365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0670660212635994,0.03235805034637451,0.06649366021156311,0.032215435057878494,0.0670587569475174,0.032778821885585785,0.031929560005664825,0.06649240106344223,0.06640314310789108,0.03219731152057648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,0.00614193459,872,BUTALI/CHEGULO,4048,MALAVA,1005,72.0,BUTALI/CHEGULO,344.0,9.0,0.022705771050142,3171.0,0.0,1,37,0.48182471246,KAKAMEGA,0.48182471246,11143,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04460414871573448,0.050178609788417816,0.05015920475125313,0.0,0.05019662156701088,0.04460342228412628,0.025113113224506378,0.051823992282152176,0.051894668489694595,,0.05834020674228668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06703278422355652,0.03251887112855911,0.06675625592470169,0.0324661061167717,0.06699291616678238,0.03238687291741371,0.03250260651111603,0.06682739406824112,0.06694809347391129,0.03238116577267647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,0.0051949035,882,CHEMUCHE,4097,MALAVA,1003,0.0,CHEMUCHE,112.0,3.0,0.0,1605.0,0.0,1,37,0.47219093863,KAKAMEGA,0.47219093863,9872,1894.7939453125,0.051855459809303284,0.046453606337308884,0.17850743234157562,0.00604456989094615,1.0,0.4526069164276123,0.9494377970695496,0.7046025395393372,0.00604456989094615,0.06603584438562393,0.032161861658096313,0.17854911088943481,0.006480584852397442,1.0,0.006480584852397442,0.9494377970695496,0.4521788954734802,0.7046025395393372,0.8560160398483276,0.0,0.8834150433540344,0.0,0.0,0.0,0.4855313003063202,0.8061878085136414,0.0,0.9993534088134766,0.0011269133538007736,0.9055423140525818,0.004696386866271496,0.04628642275929451,0.9728690385818481,0.8496406674385071,0.0,0.9803386926651001,1.0,0.009891167283058167,0.913629412651062,0.04086407274007797,0.0,1.0,0.9994389414787292,0.17009006440639496,0.0005017044022679329,8.262462074526411e-07,0.8370034098625183,0.9999997019767761,0.7077940702438354,0.032006945461034775,0.9520991444587708,0.01498279720544815,0.0,1.0,0.04756227880716324,0.05324617028236389,0.05780692771077156,0.0,0.05327709764242172,0.04752049967646599,0.029217716306447983,0.0660218596458435,0.06776212900876999,0.9018391966819763,0.06156139448285103,0.8560160398483276,0.9702218770980835,0.0,0.9317986369132996,0.0,0.9940434098243713,0.0,0.0,0.9481125473976135,0.0,0.9927838444709778,0.0,0.0,0.0,0.9499999284744263,0.0,0.8061878085136414,0.6182773113250732,0.4855313003063202,0.0,0.0,0.8834150433540344,0.9993559122085571,0.0005172688979655504,0.0,0.0,0.9278061389923096,0.0,0.943119466304779,0.849044919013977,0.002940267324447632,0.028173955157399178,0.9728802442550659,0.9806298017501831,0.006014754064381123,1.0,0.0,0.9127890467643738,0.02428598701953888,0.7811089754104614,0.09526327252388,0.0,0.9999997019767761,0.9994605183601379,0.0002714303263928741,1.0,0.9511957764625549,0.70741868019104,0.019786614924669266,2.783624495350523e-07,0.0,1.0,0.008778490126132965,0.0668986514210701,0.0324210599064827,0.06693613529205322,0.032411687076091766,0.092186339199543,0.035168588161468506,0.032472845166921616,0.09263589978218079,0.06711266189813614,0.03552132844924927,0.6185969114303589,0.6294577717781067,0.9678815007209778,0.0,1.0,0.9680886268615723,0.0,0.0,0.9642407894134521,0.0,0.0,0.0,0.9744047522544861,0.0,0.0,0.9906529188156128,0.0,0.9278061389923096,32.00128173828125,11.890833854675293,11.271803855895996,2.0459866523742676,83.28483581542969,3.056874990463257,5.727149963378906,0.20041652023792267,4.096228122711182,0.31512850522994995,1.2268942594528198,12.276150703430176,3.1972551345825195,199.8241424560547,256.1205749511719,290.48797607421875,180.36099243164062,221.4074249267578,863.5568237304688,13.617752075195312,23.625530242919922,19.339632034301758,1.9856315851211548,18.317941665649414,80.67017364501953,77.62872314453125,59.72735595703125,32.00128173828125,11.890833854675293,2.0459866523742676,11.271803855895996,83.28483581542969,3.056874990463257,5.727149963378906,0.20041652023792267,12.276150703430176,4.096228122711182,1.2268942594528198,0.31512850522994995,3.1972551345825195,199.8241424560547,128.44871520996094,109.04427337646484,61.0639533996582,61.76746368408203,335.17425537109375,25.04033660888672,18.520038604736328,18.988718032836914,1.9856315851211548,13.430514335632324,67.80413055419922,55.5484504699707,59.72735595703125
